chunk_id,document_filename,document_date,document_language,section_number,detected_script,chunk_words,compliance_flags
Универсальныи_договор_узб_12.08.2025__chunk_1104,Универсальныи_договор_узб_12.08.2025.pdf,12.08.2025,Uzbek,unknown,Cyrillic,55,[]
Универсальныи_договор_узб_12.08.2025__chunk_1105,Универсальныи_договор_узб_12.08.2025.pdf,12.08.2025,Uzbek,unknown,Cyrillic,80,[]
Универсальныи_договор_узб_12.08.2025__chunk_1106,Универсальныи_договор_узб_12.08.2025.pdf,12.08.2025,Uzbek,unknown,Cyrillic,24,[]
Универсальныи_договор_узб_12.08.2025__chunk_1107,Универсальныи_договор_узб_12.08.2025.pdf,12.08.2025,Uzbek,unknown,Cyrillic,18,[]
Универсальныи_договор_узб_12.08.2025__chunk_1108,Универсальныи_договор_узб_12.08.2025.pdf,12.08.2025,Uzbek,unknown,Cyrillic,12,[]
Универсальныи_договор_узб_12.08.2025__chunk_1109,Универсальныи_договор_узб_12.08.2025.pdf,12.08.2025,Uzbek,unknown,Cyrillic,20,[]
Универсальныи_договор_узб_12.08.2025__chunk_1110,Универсальныи_договор_узб_12.08.2025.pdf,12.08.2025,Uzbek,unknown,Cyrillic,43,[]
Универсальныи_договор_узб_12.08.2025__chunk_1111,Универсальныи_договор_узб_12.08.2025.pdf,12.08.2025,Uzbek,unknown,Cyrillic,20,[]
Универсальныи_договор_узб_12.08.2025__chunk_1112,Универсальныи_договор_узб_12.08.2025.pdf,12.08.2025,Uzbek,unknown,Cyrillic,53,['collateral']
Универсальныи_договор_узб_12.08.2025__chunk_1113,Универсальныи_договор_узб_12.08.2025.pdf,12.08.2025,Uzbek,unknown,Cyrillic,48,[]
Универсальныи_договор_узб_12.08.2025__chunk_1114,Универсальныи_договор_узб_12.08.2025.pdf,12.08.2025,Uzbek,unknown,Cyrillic,28,[]
Универсальныи_договор_узб_12.08.2025__chunk_1115,Универсальныи_договор_узб_12.08.2025.pdf,12.08.2025,Uzbek,unknown,Cyrillic,101,[]
Универсальныи_договор_узб_12.08.2025__chunk_1116,Универсальныи_договор_узб_12.08.2025.pdf,12.08.2025,Uzbek,unknown,Cyrillic,51,[]
Универсальныи_договор_узб_12.08.2025__chunk_1117,Универсальныи_договор_узб_12.08.2025.pdf,12.08.2025,Uzbek,unknown,Cyrillic,33,[]
Универсальныи_договор_узб_12.08.2025__chunk_1118,Универсальныи_договор_узб_12.08.2025.pdf,12.08.2025,Uzbek,unknown,Cyrillic,21,[]
Универсальныи_договор_узб_12.08.2025__chunk_1119,Универсальныи_договор_узб_12.08.2025.pdf,12.08.2025,Uzbek,unknown,Cyrillic,17,['collateral']
Универсальныи_договор_узб_12.08.2025__chunk_1120,Универсальныи_договор_узб_12.08.2025.pdf,12.08.2025,Uzbek,unknown,Cyrillic,10,[]
Универсальныи_договор_узб_12.08.2025__chunk_1121,Универсальныи_договор_узб_12.08.2025.pdf,12.08.2025,Uzbek,unknown,Cyrillic,58,[]
Универсальныи_договор_узб_12.08.2025__chunk_1122,Универсальныи_договор_узб_12.08.2025.pdf,12.08.2025,Uzbek,unknown,Cyrillic,136,['collateral']
Универсальныи_договор_узб_12.08.2025__chunk_1123,Универсальныи_договор_узб_12.08.2025.pdf,12.08.2025,Uzbek,unknown,Cyrillic,106,['collateral']
Универсальныи_договор_узб_12.08.2025__chunk_1124,Универсальныи_договор_узб_12.08.2025.pdf,12.08.2025,Uzbek,unknown,Cyrillic,27,[]
Универсальныи_договор_узб_12.08.2025__chunk_1125,Универсальныи_договор_узб_12.08.2025.pdf,12.08.2025,Uzbek,unknown,Cyrillic,21,[]
Универсальныи_договор_узб_12.08.2025__chunk_1126,Универсальныи_договор_узб_12.08.2025.pdf,12.08.2025,Uzbek,unknown,Cyrillic,17,[]
Универсальныи_договор_узб_12.08.2025__chunk_1127,Универсальныи_договор_узб_12.08.2025.pdf,12.08.2025,Uzbek,unknown,Cyrillic,10,[]
Универсальныи_договор_узб_12.08.2025__chunk_1128,Универсальныи_договор_узб_12.08.2025.pdf,12.08.2025,Uzbek,unknown,Cyrillic,10,[]
Универсальныи_договор_узб_12.08.2025__chunk_1129,Универсальныи_договор_узб_12.08.2025.pdf,12.08.2025,Uzbek,unknown,Cyrillic,284,['collateral']
Универсальныи_договор_узб_12.08.2025__chunk_1130,Универсальныи_договор_узб_12.08.2025.pdf,12.08.2025,Uzbek,unknown,Cyrillic,65,[]
Универсальныи_договор_узб_12.08.2025__chunk_1131,Универсальныи_договор_узб_12.08.2025.pdf,12.08.2025,Uzbek,unknown,Cyrillic,153,['collateral']
Универсальныи_договор_узб_12.08.2025__chunk_1132,Универсальныи_договор_узб_12.08.2025.pdf,12.08.2025,Uzbek,unknown,Cyrillic,39,[]
Универсальныи_договор_узб_12.08.2025__chunk_1133,Универсальныи_договор_узб_12.08.2025.pdf,12.08.2025,Uzbek,unknown,Cyrillic,19,[]
Универсальныи_договор_узб_12.08.2025__chunk_1134,Универсальныи_договор_узб_12.08.2025.pdf,12.08.2025,Uzbek,unknown,Cyrillic,28,[]
Универсальныи_договор_узб_12.08.2025__chunk_1135,Универсальныи_договор_узб_12.08.2025.pdf,12.08.2025,Uzbek,unknown,Cyrillic,79,[]
Универсальныи_договор_узб_12.08.2025__chunk_1136,Универсальныи_договор_узб_12.08.2025.pdf,12.08.2025,Uzbek,unknown,Cyrillic,42,[]
Универсальныи_договор_узб_12.08.2025__chunk_1137,Универсальныи_договор_узб_12.08.2025.pdf,12.08.2025,Uzbek,unknown,Cyrillic,11,[]
Универсальныи_договор_узб_12.08.2025__chunk_1138,Универсальныи_договор_узб_12.08.2025.pdf,12.08.2025,Uzbek,unknown,Cyrillic,29,[]
Универсальныи_договор_узб_12.08.2025__chunk_1139,Универсальныи_договор_узб_12.08.2025.pdf,12.08.2025,Uzbek,unknown,Cyrillic,10,[]
Универсальныи_договор_узб_12.08.2025__chunk_1140,Универсальныи_договор_узб_12.08.2025.pdf,12.08.2025,Uzbek,unknown,Cyrillic,55,[]
Универсальныи_договор_узб_12.08.2025__chunk_1141,Универсальныи_договор_узб_12.08.2025.pdf,12.08.2025,Uzbek,unknown,Cyrillic,55,[]
Универсальныи_договор_узб_12.08.2025__chunk_1142,Универсальныи_договор_узб_12.08.2025.pdf,12.08.2025,Uzbek,unknown,Cyrillic,45,['collateral']
Универсальныи_договор_узб_12.08.2025__chunk_1143,Универсальныи_договор_узб_12.08.2025.pdf,12.08.2025,Uzbek,unknown,Cyrillic,53,[]
Универсальныи_договор_узб_12.08.2025__chunk_1144,Универсальныи_договор_узб_12.08.2025.pdf,12.08.2025,Uzbek,unknown,Cyrillic,24,[]
Универсальныи_договор_узб_12.08.2025__chunk_1145,Универсальныи_договор_узб_12.08.2025.pdf,12.08.2025,Uzbek,unknown,Cyrillic,30,[]
Универсальныи_договор_узб_12.08.2025__chunk_1146,Универсальныи_договор_узб_12.08.2025.pdf,12.08.2025,Uzbek,unknown,Cyrillic,11,[]
Универсальныи_договор_узб_12.08.2025__chunk_1147,Универсальныи_договор_узб_12.08.2025.pdf,12.08.2025,Uzbek,unknown,Cyrillic,77,[]
Универсальныи_договор_узб_12.08.2025__chunk_1148,Универсальныи_договор_узб_12.08.2025.pdf,12.08.2025,Uzbek,unknown,Cyrillic,114,['collateral']
Универсальныи_договор_узб_12.08.2025__chunk_1149,Универсальныи_договор_узб_12.08.2025.pdf,12.08.2025,Uzbek,unknown,Cyrillic,10,[]
Универсальныи_договор_узб_12.08.2025__chunk_1150,Универсальныи_договор_узб_12.08.2025.pdf,12.08.2025,Uzbek,unknown,Cyrillic,21,[]
Универсальныи_договор_узб_12.08.2025__chunk_1151,Универсальныи_договор_узб_12.08.2025.pdf,12.08.2025,Uzbek,unknown,Cyrillic,69,[]
Универсальныи_договор_узб_12.08.2025__chunk_1152,Универсальныи_договор_узб_12.08.2025.pdf,12.08.2025,Uzbek,unknown,Cyrillic,16,[]
Универсальныи_договор_узб_12.08.2025__chunk_1153,Универсальныи_договор_узб_12.08.2025.pdf,12.08.2025,Uzbek,unknown,Cyrillic,26,[]
Универсальныи_договор_узб_12.08.2025__chunk_1154,Универсальныи_договор_узб_12.08.2025.pdf,12.08.2025,Uzbek,unknown,Cyrillic,12,[]
Универсальныи_договор_узб_12.08.2025__chunk_1155,Универсальныи_договор_узб_12.08.2025.pdf,12.08.2025,Uzbek,unknown,Cyrillic,43,[]
Универсальныи_договор_узб_12.08.2025__chunk_1156,Универсальныи_договор_узб_12.08.2025.pdf,12.08.2025,Uzbek,unknown,Cyrillic,19,[]
Универсальныи_договор_узб_12.08.2025__chunk_1157,Универсальныи_договор_узб_12.08.2025.pdf,12.08.2025,Uzbek,unknown,Cyrillic,31,[]
Универсальныи_договор_узб_12.08.2025__chunk_1158,Универсальныи_договор_узб_12.08.2025.pdf,12.08.2025,Uzbek,unknown,Cyrillic,13,[]
Универсальныи_договор_узб_12.08.2025__chunk_1159,Универсальныи_договор_узб_12.08.2025.pdf,12.08.2025,Uzbek,unknown,Cyrillic,20,[]
Универсальныи_договор_узб_12.08.2025__chunk_1160,Универсальныи_договор_узб_12.08.2025.pdf,12.08.2025,Uzbek,unknown,Cyrillic,32,[]
Универсальныи_договор_узб_12.08.2025__chunk_1161,Универсальныи_договор_узб_12.08.2025.pdf,12.08.2025,Uzbek,unknown,Cyrillic,17,[]
Универсальныи_договор_узб_12.08.2025__chunk_1162,Универсальныи_договор_узб_12.08.2025.pdf,12.08.2025,Uzbek,unknown,Cyrillic,57,[]
Универсальныи_договор_узб_12.08.2025__chunk_1163,Универсальныи_договор_узб_12.08.2025.pdf,12.08.2025,Uzbek,unknown,Cyrillic,16,[]
Универсальныи_договор_узб_12.08.2025__chunk_1164,Универсальныи_договор_узб_12.08.2025.pdf,12.08.2025,Uzbek,unknown,Cyrillic,25,[]
Универсальныи_договор_узб_12.08.2025__chunk_1165,Универсальныи_договор_узб_12.08.2025.pdf,12.08.2025,Uzbek,unknown,Cyrillic,51,[]
Универсальныи_договор_узб_12.08.2025__chunk_1166,Универсальныи_договор_узб_12.08.2025.pdf,12.08.2025,Uzbek,unknown,Cyrillic,41,[]
Универсальныи_договор_узб_12.08.2025__chunk_1167,Универсальныи_договор_узб_12.08.2025.pdf,12.08.2025,Uzbek,unknown,Cyrillic,44,[]
Универсальныи_договор_узб_12.08.2025__chunk_1168,Универсальныи_договор_узб_12.08.2025.pdf,12.08.2025,Uzbek,unknown,Cyrillic,10,[]
Универсальныи_договор_узб_12.08.2025__chunk_1169,Универсальныи_договор_узб_12.08.2025.pdf,12.08.2025,Uzbek,unknown,Cyrillic,10,[]
Универсальныи_договор_узб_12.08.2025__chunk_1170,Универсальныи_договор_узб_12.08.2025.pdf,12.08.2025,Uzbek,unknown,Cyrillic,53,[]
Универсальныи_договор_узб_12.08.2025__chunk_1171,Универсальныи_договор_узб_12.08.2025.pdf,12.08.2025,Uzbek,unknown,Cyrillic,13,[]
Универсальныи_договор_узб_12.08.2025__chunk_1172,Универсальныи_договор_узб_12.08.2025.pdf,12.08.2025,Uzbek,unknown,Cyrillic,15,[]
Универсальныи_договор_узб_12.08.2025__chunk_1173,Универсальныи_договор_узб_12.08.2025.pdf,12.08.2025,Uzbek,unknown,Cyrillic,22,[]
Универсальныи_договор_узб_12.08.2025__chunk_1174,Универсальныи_договор_узб_12.08.2025.pdf,12.08.2025,Uzbek,unknown,Cyrillic,56,[]
Универсальныи_договор_узб_12.08.2025__chunk_1175,Универсальныи_договор_узб_12.08.2025.pdf,12.08.2025,Uzbek,unknown,Cyrillic,10,[]
Универсальныи_договор_узб_12.08.2025__chunk_1176,Универсальныи_договор_узб_12.08.2025.pdf,12.08.2025,Uzbek,unknown,Cyrillic,11,[]
Универсальныи_договор_узб_12.08.2025__chunk_1177,Универсальныи_договор_узб_12.08.2025.pdf,12.08.2025,Uzbek,unknown,Cyrillic,13,[]
Универсальныи_договор_узб_12.08.2025__chunk_1178,Универсальныи_договор_узб_12.08.2025.pdf,12.08.2025,Uzbek,unknown,Cyrillic,116,[]
Универсальныи_договор_узб_12.08.2025__chunk_1179,Универсальныи_договор_узб_12.08.2025.pdf,12.08.2025,Uzbek,unknown,Cyrillic,11,[]
Универсальныи_договор_узб_12.08.2025__chunk_1180,Универсальныи_договор_узб_12.08.2025.pdf,12.08.2025,Uzbek,unknown,Cyrillic,18,[]
Универсальныи_договор_узб_12.08.2025__chunk_1181,Универсальныи_договор_узб_12.08.2025.pdf,12.08.2025,Uzbek,unknown,Cyrillic,91,[]
Универсальныи_договор_узб_12.08.2025__chunk_1182,Универсальныи_договор_узб_12.08.2025.pdf,12.08.2025,Uzbek,unknown,Cyrillic,47,"['interest_rate', 'collateral']"
Универсальныи_договор_узб_12.08.2025__chunk_1183,Универсальныи_договор_узб_12.08.2025.pdf,12.08.2025,Uzbek,unknown,Cyrillic,23,[]
Универсальныи_договор_узб_12.08.2025__chunk_1184,Универсальныи_договор_узб_12.08.2025.pdf,12.08.2025,Uzbek,2.1.,Cyrillic,37,[]
Универсальныи_договор_узб_12.08.2025__chunk_1185,Универсальныи_договор_узб_12.08.2025.pdf,12.08.2025,Uzbek,unknown,Cyrillic,42,[]
Универсальныи_договор_узб_12.08.2025__chunk_1186,Универсальныи_договор_узб_12.08.2025.pdf,12.08.2025,Uzbek,unknown,Cyrillic,95,[]
Универсальныи_договор_узб_12.08.2025__chunk_1187,Универсальныи_договор_узб_12.08.2025.pdf,12.08.2025,Uzbek,unknown,Cyrillic,26,[]
Универсальныи_договор_узб_12.08.2025__chunk_1188,Универсальныи_договор_узб_12.08.2025.pdf,12.08.2025,Uzbek,unknown,Cyrillic,12,[]
Универсальныи_договор_узб_12.08.2025__chunk_1189,Универсальныи_договор_узб_12.08.2025.pdf,12.08.2025,Uzbek,unknown,Cyrillic,54,[]
Универсальныи_договор_узб_12.08.2025__chunk_1190,Универсальныи_договор_узб_12.08.2025.pdf,12.08.2025,Uzbek,unknown,Cyrillic,25,[]
Универсальныи_договор_узб_12.08.2025__chunk_1191,Универсальныи_договор_узб_12.08.2025.pdf,12.08.2025,Uzbek,unknown,Cyrillic,85,[]
Универсальныи_договор_узб_12.08.2025__chunk_1192,Универсальныи_договор_узб_12.08.2025.pdf,12.08.2025,Uzbek,unknown,Cyrillic,67,[]
Универсальныи_договор_узб_12.08.2025__chunk_1193,Универсальныи_договор_узб_12.08.2025.pdf,12.08.2025,Uzbek,unknown,Cyrillic,13,[]
Универсальныи_договор_узб_12.08.2025__chunk_1194,Универсальныи_договор_узб_12.08.2025.pdf,12.08.2025,Uzbek,unknown,Cyrillic,16,[]
Универсальныи_договор_узб_12.08.2025__chunk_1195,Универсальныи_договор_узб_12.08.2025.pdf,12.08.2025,Uzbek,unknown,Cyrillic,13,['interest_rate']
Универсальныи_договор_узб_12.08.2025__chunk_1196,Универсальныи_договор_узб_12.08.2025.pdf,12.08.2025,Uzbek,unknown,Cyrillic,27,[]
Универсальныи_договор_узб_12.08.2025__chunk_1197,Универсальныи_договор_узб_12.08.2025.pdf,12.08.2025,Uzbek,unknown,Cyrillic,84,[]
Универсальныи_договор_узб_12.08.2025__chunk_1198,Универсальныи_договор_узб_12.08.2025.pdf,12.08.2025,Uzbek,unknown,Cyrillic,24,[]
Универсальныи_договор_узб_12.08.2025__chunk_1199,Универсальныи_договор_узб_12.08.2025.pdf,12.08.2025,Uzbek,unknown,Cyrillic,10,[]
Универсальныи_договор_узб_12.08.2025__chunk_1200,Универсальныи_договор_узб_12.08.2025.pdf,12.08.2025,Uzbek,unknown,Cyrillic,18,[]
Универсальныи_договор_узб_12.08.2025__chunk_1201,Универсальныи_договор_узб_12.08.2025.pdf,12.08.2025,Uzbek,unknown,Cyrillic,24,[]
Универсальныи_договор_узб_12.08.2025__chunk_1202,Универсальныи_договор_узб_12.08.2025.pdf,12.08.2025,Uzbek,unknown,Cyrillic,17,[]
Универсальныи_договор_узб_12.08.2025__chunk_1203,Универсальныи_договор_узб_12.08.2025.pdf,12.08.2025,Uzbek,unknown,Cyrillic,67,[]
Универсальныи_договор_узб_12.08.2025__chunk_1204,Универсальныи_договор_узб_12.08.2025.pdf,12.08.2025,Uzbek,unknown,Cyrillic,58,[]
Универсальныи_договор_узб_12.08.2025__chunk_1205,Универсальныи_договор_узб_12.08.2025.pdf,12.08.2025,Uzbek,unknown,Cyrillic,25,[]
Универсальныи_договор_узб_12.08.2025__chunk_1206,Универсальныи_договор_узб_12.08.2025.pdf,12.08.2025,Uzbek,unknown,Cyrillic,14,[]
Универсальныи_договор_узб_12.08.2025__chunk_1207,Универсальныи_договор_узб_12.08.2025.pdf,12.08.2025,Uzbek,unknown,Cyrillic,38,[]
Универсальныи_договор_узб_12.08.2025__chunk_1208,Универсальныи_договор_узб_12.08.2025.pdf,12.08.2025,Uzbek,unknown,Cyrillic,12,[]
Универсальныи_договор_узб_12.08.2025__chunk_1209,Универсальныи_договор_узб_12.08.2025.pdf,12.08.2025,Uzbek,unknown,Cyrillic,52,['collateral']
Универсальныи_договор_узб_12.08.2025__chunk_1210,Универсальныи_договор_узб_12.08.2025.pdf,12.08.2025,Uzbek,unknown,Cyrillic,19,[]
Универсальныи_договор_узб_12.08.2025__chunk_1211,Универсальныи_договор_узб_12.08.2025.pdf,12.08.2025,Uzbek,unknown,Cyrillic,26,[]
Универсальныи_договор_узб_12.08.2025__chunk_1212,Универсальныи_договор_узб_12.08.2025.pdf,12.08.2025,Uzbek,unknown,Cyrillic,31,[]
Универсальныи_договор_узб_12.08.2025__chunk_1213,Универсальныи_договор_узб_12.08.2025.pdf,12.08.2025,Uzbek,unknown,Cyrillic,18,['collateral']
Универсальныи_договор_узб_12.08.2025__chunk_1214,Универсальныи_договор_узб_12.08.2025.pdf,12.08.2025,Uzbek,unknown,Cyrillic,10,[]
Универсальныи_договор_узб_12.08.2025__chunk_1215,Универсальныи_договор_узб_12.08.2025.pdf,12.08.2025,Uzbek,unknown,Cyrillic,42,['collateral']
Универсальныи_договор_узб_12.08.2025__chunk_1216,Универсальныи_договор_узб_12.08.2025.pdf,12.08.2025,Uzbek,unknown,Cyrillic,20,[]
Универсальныи_договор_узб_12.08.2025__chunk_1217,Универсальныи_договор_узб_12.08.2025.pdf,12.08.2025,Uzbek,unknown,Cyrillic,17,[]
Универсальныи_договор_узб_12.08.2025__chunk_1218,Универсальныи_договор_узб_12.08.2025.pdf,12.08.2025,Uzbek,unknown,Cyrillic,15,[]
Универсальныи_договор_узб_12.08.2025__chunk_1219,Универсальныи_договор_узб_12.08.2025.pdf,12.08.2025,Uzbek,unknown,Cyrillic,61,[]
Универсальныи_договор_узб_12.08.2025__chunk_1220,Универсальныи_договор_узб_12.08.2025.pdf,12.08.2025,Uzbek,unknown,Cyrillic,88,[]
Универсальныи_договор_узб_12.08.2025__chunk_1221,Универсальныи_договор_узб_12.08.2025.pdf,12.08.2025,Uzbek,unknown,Cyrillic,48,[]
Универсальныи_договор_узб_12.08.2025__chunk_1222,Универсальныи_договор_узб_12.08.2025.pdf,12.08.2025,Uzbek,unknown,Cyrillic,70,[]
Универсальныи_договор_узб_12.08.2025__chunk_1223,Универсальныи_договор_узб_12.08.2025.pdf,12.08.2025,Uzbek,unknown,Cyrillic,18,[]
Универсальныи_договор_узб_12.08.2025__chunk_1224,Универсальныи_договор_узб_12.08.2025.pdf,12.08.2025,Uzbek,unknown,Cyrillic,54,['collateral']
Универсальныи_договор_узб_12.08.2025__chunk_1225,Универсальныи_договор_узб_12.08.2025.pdf,12.08.2025,Uzbek,unknown,Cyrillic,52,[]
Универсальныи_договор_узб_12.08.2025__chunk_1226,Универсальныи_договор_узб_12.08.2025.pdf,12.08.2025,Uzbek,unknown,Cyrillic,25,[]
Универсальныи_договор_узб_12.08.2025__chunk_1227,Универсальныи_договор_узб_12.08.2025.pdf,12.08.2025,Uzbek,unknown,Cyrillic,18,[]
Универсальныи_договор_узб_12.08.2025__chunk_1228,Универсальныи_договор_узб_12.08.2025.pdf,12.08.2025,Uzbek,unknown,Cyrillic,30,[]
Универсальныи_договор_узб_12.08.2025__chunk_1229,Универсальныи_договор_узб_12.08.2025.pdf,12.08.2025,Uzbek,unknown,Cyrillic,26,[]
Универсальныи_договор_узб_12.08.2025__chunk_1230,Универсальныи_договор_узб_12.08.2025.pdf,12.08.2025,Uzbek,unknown,Cyrillic,32,[]
Универсальныи_договор_узб_12.08.2025__chunk_1231,Универсальныи_договор_узб_12.08.2025.pdf,12.08.2025,Uzbek,unknown,Cyrillic,20,[]
Универсальныи_договор_узб_12.08.2025__chunk_1232,Универсальныи_договор_узб_12.08.2025.pdf,12.08.2025,Uzbek,unknown,Cyrillic,34,[]
Универсальныи_договор_узб_12.08.2025__chunk_1233,Универсальныи_договор_узб_12.08.2025.pdf,12.08.2025,Uzbek,unknown,Cyrillic,23,[]
Универсальныи_договор_узб_12.08.2025__chunk_1234,Универсальныи_договор_узб_12.08.2025.pdf,12.08.2025,Uzbek,unknown,Cyrillic,22,[]
Универсальныи_договор_узб_12.08.2025__chunk_1235,Универсальныи_договор_узб_12.08.2025.pdf,12.08.2025,Uzbek,unknown,Cyrillic,11,[]
Универсальныи_договор_узб_12.08.2025__chunk_1236,Универсальныи_договор_узб_12.08.2025.pdf,12.08.2025,Uzbek,unknown,Cyrillic,18,[]
Универсальныи_договор_узб_12.08.2025__chunk_1237,Универсальныи_договор_узб_12.08.2025.pdf,12.08.2025,Uzbek,unknown,Cyrillic,22,[]
Универсальныи_договор_узб_12.08.2025__chunk_1238,Универсальныи_договор_узб_12.08.2025.pdf,12.08.2025,Uzbek,unknown,Cyrillic,19,[]
Универсальныи_договор_узб_12.08.2025__chunk_1239,Универсальныи_договор_узб_12.08.2025.pdf,12.08.2025,Uzbek,unknown,Cyrillic,24,[]
Универсальныи_договор_узб_12.08.2025__chunk_1240,Универсальныи_договор_узб_12.08.2025.pdf,12.08.2025,Uzbek,unknown,Cyrillic,28,[]
Универсальныи_договор_узб_12.08.2025__chunk_1241,Универсальныи_договор_узб_12.08.2025.pdf,12.08.2025,Uzbek,unknown,Cyrillic,196,[]
Универсальныи_договор_узб_12.08.2025__chunk_1242,Универсальныи_договор_узб_12.08.2025.pdf,12.08.2025,Uzbek,unknown,Cyrillic,173,['collateral']
Универсальныи_договор_узб_12.08.2025__chunk_1243,Универсальныи_договор_узб_12.08.2025.pdf,12.08.2025,Uzbek,unknown,Cyrillic,21,[]
Универсальныи_договор_узб_12.08.2025__chunk_1244,Универсальныи_договор_узб_12.08.2025.pdf,12.08.2025,Uzbek,unknown,Cyrillic,29,[]
Универсальныи_договор_узб_12.08.2025__chunk_1245,Универсальныи_договор_узб_12.08.2025.pdf,12.08.2025,Uzbek,unknown,Cyrillic,71,[]
Универсальныи_договор_узб_12.08.2025__chunk_1246,Универсальныи_договор_узб_12.08.2025.pdf,12.08.2025,Uzbek,unknown,Cyrillic,31,[]
Универсальныи_договор_узб_12.08.2025__chunk_1247,Универсальныи_договор_узб_12.08.2025.pdf,12.08.2025,Uzbek,unknown,Cyrillic,23,[]
Универсальныи_договор_узб_12.08.2025__chunk_1248,Универсальныи_договор_узб_12.08.2025.pdf,12.08.2025,Uzbek,unknown,Cyrillic,55,[]
Универсальныи_договор_узб_12.08.2025__chunk_1249,Универсальныи_договор_узб_12.08.2025.pdf,12.08.2025,Uzbek,unknown,Cyrillic,134,['collateral']
Универсальныи_договор_узб_12.08.2025__chunk_1250,Универсальныи_договор_узб_12.08.2025.pdf,12.08.2025,Uzbek,unknown,Cyrillic,15,[]
Универсальныи_договор_узб_12.08.2025__chunk_1251,Универсальныи_договор_узб_12.08.2025.pdf,12.08.2025,Uzbek,unknown,Cyrillic,79,[]
Универсальныи_договор_узб_12.08.2025__chunk_1252,Универсальныи_договор_узб_12.08.2025.pdf,12.08.2025,Uzbek,unknown,Cyrillic,41,[]
Универсальныи_договор_узб_12.08.2025__chunk_1253,Универсальныи_договор_узб_12.08.2025.pdf,12.08.2025,Uzbek,unknown,Cyrillic,59,[]
Универсальныи_договор_узб_12.08.2025__chunk_1254,Универсальныи_договор_узб_12.08.2025.pdf,12.08.2025,Uzbek,unknown,Cyrillic,31,[]
Универсальныи_договор_узб_12.08.2025__chunk_1255,Универсальныи_договор_узб_12.08.2025.pdf,12.08.2025,Uzbek,unknown,Cyrillic,45,[]
Универсальныи_договор_узб_12.08.2025__chunk_1256,Универсальныи_договор_узб_12.08.2025.pdf,12.08.2025,Uzbek,unknown,Cyrillic,15,[]
Универсальныи_договор_узб_12.08.2025__chunk_1257,Универсальныи_договор_узб_12.08.2025.pdf,12.08.2025,Uzbek,unknown,Cyrillic,10,[]
Универсальныи_договор_узб_12.08.2025__chunk_1258,Универсальныи_договор_узб_12.08.2025.pdf,12.08.2025,Uzbek,unknown,Cyrillic,29,[]
Универсальныи_договор_узб_12.08.2025__chunk_1259,Универсальныи_договор_узб_12.08.2025.pdf,12.08.2025,Uzbek,unknown,Cyrillic,41,[]
Универсальныи_договор_узб_12.08.2025__chunk_1260,Универсальныи_договор_узб_12.08.2025.pdf,12.08.2025,Uzbek,unknown,Cyrillic,17,[]
Универсальныи_договор_узб_12.08.2025__chunk_1261,Универсальныи_договор_узб_12.08.2025.pdf,12.08.2025,Uzbek,unknown,Cyrillic,14,[]
Универсальныи_договор_узб_12.08.2025__chunk_1262,Универсальныи_договор_узб_12.08.2025.pdf,12.08.2025,Uzbek,unknown,Cyrillic,24,[]
Универсальныи_договор_узб_12.08.2025__chunk_1263,Универсальныи_договор_узб_12.08.2025.pdf,12.08.2025,Uzbek,unknown,Cyrillic,20,[]
Универсальныи_договор_узб_12.08.2025__chunk_1264,Универсальныи_договор_узб_12.08.2025.pdf,12.08.2025,Uzbek,unknown,Cyrillic,26,[]
Универсальныи_договор_узб_12.08.2025__chunk_1265,Универсальныи_договор_узб_12.08.2025.pdf,12.08.2025,Uzbek,unknown,Cyrillic,20,[]
Универсальныи_договор_узб_12.08.2025__chunk_1266,Универсальныи_договор_узб_12.08.2025.pdf,12.08.2025,Uzbek,unknown,Cyrillic,12,[]
Универсальныи_договор_узб_12.08.2025__chunk_1267,Универсальныи_договор_узб_12.08.2025.pdf,12.08.2025,Uzbek,unknown,Cyrillic,12,[]
Универсальныи_договор_узб_12.08.2025__chunk_1268,Универсальныи_договор_узб_12.08.2025.pdf,12.08.2025,Uzbek,unknown,Cyrillic,33,[]
Универсальныи_договор_узб_12.08.2025__chunk_1269,Универсальныи_договор_узб_12.08.2025.pdf,12.08.2025,Uzbek,unknown,Cyrillic,33,[]
Универсальныи_договор_узб_12.08.2025__chunk_1270,Универсальныи_договор_узб_12.08.2025.pdf,12.08.2025,Uzbek,unknown,Cyrillic,10,[]
Универсальныи_договор_узб_12.08.2025__chunk_1271,Универсальныи_договор_узб_12.08.2025.pdf,12.08.2025,Uzbek,unknown,Cyrillic,24,[]
Универсальныи_договор_узб_12.08.2025__chunk_1272,Универсальныи_договор_узб_12.08.2025.pdf,12.08.2025,Uzbek,unknown,Cyrillic,28,[]
Универсальныи_договор_узб_12.08.2025__chunk_1273,Универсальныи_договор_узб_12.08.2025.pdf,12.08.2025,Uzbek,unknown,Cyrillic,20,[]
Универсальныи_договор_узб_12.08.2025__chunk_1274,Универсальныи_договор_узб_12.08.2025.pdf,12.08.2025,Uzbek,unknown,Cyrillic,10,[]
Универсальныи_договор_узб_12.08.2025__chunk_1275,Универсальныи_договор_узб_12.08.2025.pdf,12.08.2025,Uzbek,unknown,Cyrillic,13,[]
Универсальныи_договор_узб_12.08.2025__chunk_1276,Универсальныи_договор_узб_12.08.2025.pdf,12.08.2025,Uzbek,unknown,Cyrillic,14,[]
